id,text,Anger,Disgust,Fear,Joy,Sadness,Surprise
rus_dev_track_c_00078,Tell a couple of lines about the main,,,,,,
rus_dev_track_c_00079,They bitches Ebony Oldskull touched the ice blow,,,,,,
rus_dev_track_c_00080,The astonishment is to listen to Russian rap without headphones.,,,,,,
rus_dev_track_c_00081,Who are you already there?),,,,,,
rus_dev_track_c_00082,"I understand the season will be shown as if in the past, for Will is still alive",,,,,,
rus_dev_track_c_00083,"EDWARD YULEVICH, I LOVE YOU AND I WILL PROVIDE YOU A CLASSIC!!!! CHARGE-CHARGE!!!!!",,,,,,
rus_dev_track_c_00084,I don't care when someone invades my personal space without my permission.,,,,,,
rus_dev_track_c_00085,how much?,,,,,,
rus_dev_track_c_00086,"People, never make the same passwords for everything",,,,,,
rus_dev_track_c_00087,With this rule we will learn how to manipulate a man with words.,,,,,,
rus_dev_track_c_00088,That's why you aspired!!,,,,,,
rus_dev_track_c_00089,"Ahh, well, what are you going to achieve with this? What?",,,,,,
rus_dev_track_c_00090,The most annoying is when they call and ruin all plans,,,,,,
rus_dev_track_c_00091,so little is needed for happiness,,,,,,
rus_dev_track_c_00092,"What a disgusting Spanish language for me. Those whispery ones, rr, g and j. And those gay names Pablo, Julio, Pedro, Gomez.",,,,,,
rus_dev_track_c_00093,"Here, of course, it is necessary to tell last year's story with a cock.",,,,,,
rus_dev_track_c_00094,In front of my tram accident. Passengers landed. I go on foot!!!! #peep #accident #home,,,,,,
rus_dev_track_c_00095,Someone fat jumps upstairs. We have a heavy ceiling shaking. I'm scared. And you continue to vote #EXADirectioners,,,,,,
rus_dev_track_c_00096,"Once again, they're all out!",,,,,,
rus_dev_track_c_00097,"There are no special requirements for it, there will be enough warm garage with an area of twenty to thirty square meters.",,,,,,
rus_dev_track_c_00098,this is the stupidest day in the world: with the stupidest I have not yet found .. ah fak ebanny monday!!,,,,,,
rus_dev_track_c_00099,"Received a free column, looked at the relay of the Olympic flame, dined in Shashlykovo.",,,,,,
rus_dev_track_c_00100,Blyat zaebal get out in front of all sukin son your level still doesn't allow you to reach my destination,,,,,,
rus_dev_track_c_00101,"wk? Oh, you already added me there. I'll see. I'm just off",,,,,,
rus_dev_track_c_00102,Two idiots. Such a circus arranged. So mood is not ducks you even worse do.,,,,,,
rus_dev_track_c_00103,When I lay with him in bed he told me this.,,,,,,
rus_dev_track_c_00104,In Denmark it is forbidden to give a woman a gift that is cheaper than her mobile phone.... Bliein..!WHERE MY MEMBERS??!!!,,,,,,
rus_dev_track_c_00105,Your behavior and attitude to me kills me!!!!I'm fucked up.,,,,,,
rus_dev_track_c_00106,"and right, don't hurt t t I don't know how to support you, but everything will be fine, strongly don't drive yourself into depression from - for sessions :(((",,,,,,
rus_dev_track_c_00107,why I am so unlucky in life(((((,,,,,,
rus_dev_track_c_00108,Placebo will perform in St. Petersburg in summer 2014 #joy,,,,,,
rus_dev_track_c_00109,I have today in school clock and do not give!!! I very much dry (( return them to me,,,,,,
rus_dev_track_c_00110,It is Inari who probably set all the rules when Isabella was a child.,,,,,,
rus_dev_track_c_00111,I'm rather surprised that Ford is still not retired,,,,,,
rus_dev_track_c_00112,"Girls such girls, after a pile of scrapes and masks my body and face just super soft, and hair hanging",,,,,,
rus_dev_track_c_00113,I'm scared and terrified of this grandmother,,,,,,
rus_dev_track_c_00114,"Shiiiit, how this song lifts my mood",,,,,,
rus_dev_track_c_00115,They have these daily quarrels! Everything!,,,,,,
rus_dev_track_c_00116,"I'm sitting in the back of the computer with the mobile version, why not.",,,,,,
rus_dev_track_c_00117,"Everything is bad, I have one year left((((",,,,,,
rus_dev_track_c_00118,"A real thunderstorm outside the window! With thunder, lightning and rain!!! Like summer!",,,,,,
rus_dev_track_c_00119,it's just an appeal,,,,,,
rus_dev_track_c_00120,2014- go nahuy,,,,,,
rus_dev_track_c_00121,"After all, helping to develop a blog is not just about the frequency of publications",,,,,,
rus_dev_track_c_00122,The seller from McDonalds put a rag in his trousers - while looking obscene.,,,,,,
rus_dev_track_c_00123,duradoradoura!!!,,,,,,
rus_dev_track_c_00124,"ugliness, that this fattrest will burst from its sting",,,,,,
rus_dev_track_c_00125,"Nargiz, you chicarnaa !!!!",,,,,,
rus_dev_track_c_00126,"Rest only with those who are in the subject. Burn time, swing swings and dream about something in the morning on Sunday",,,,,,
rus_dev_track_c_00127,Well I could not by 10. 2 hours of sleep disgusting. I feel broken,,,,,,
rus_dev_track_c_00128,Nargiz it at all!!just a bomb!but I have favorites they will follow once)),,,,,,
rus_dev_track_c_00129,now it is possible and lessons to go do,,,,,,
rus_dev_track_c_00130,"Wow. I hate this weather. Walking on this shit is unpleasant, and I want to walk",,,,,,
rus_dev_track_c_00131,And Durov specially removed opinions ... he knew that we will be outraged!!!!,,,,,,
rus_dev_track_c_00132,"Slowly get to work, but when you get to work, hold on to it. © Bias",,,,,,
rus_dev_track_c_00133,"Hands shaking is the same blah, as a taaak",,,,,,
rus_dev_track_c_00134,"Not a life, but a life!!!",,,,,,
rus_dev_track_c_00135,"They've been fighting for eleven years. It was nine recently, and here asshole I'm shocked at all",,,,,,
rus_dev_track_c_00136,"Yesterday passing by grandfather said:""The war begins "", at me somehow in the soul something turned, scary for our future",,,,,,
rus_dev_track_c_00137,"Oh, my musical hearing is not restored after the accident (((",,,,,,
rus_dev_track_c_00138,all will understand,,,,,,
rus_dev_track_c_00139,"The feeling when you with great difficulty (just huge!!) got up at 6 am, pulled on the tracks and .. And finished them already! #freedom",,,,,,
rus_dev_track_c_00140,The weather is also a bitch havin' the mood of a whore ebony still and cigarettes have gone up,,,,,,
rus_dev_track_c_00141,"Ppz Stope snoring, alcoholic monstrous",,,,,,
rus_dev_track_c_00142,In a small black dress you will always fit any situation and no one will call you dressed too fancy,,,,,,
rus_dev_track_c_00143,And let the whole world wait! #anniversary #holiday #holiday #holiday #fun @ Mountain Carousel...,,,,,,
rus_dev_track_c_00144,Works - zaebali,,,,,,
rus_dev_track_c_00145,"I hate when you do not respond to messages, you wait you sit like a fool>< grr",,,,,,
rus_dev_track_c_00146,Why my music is not published (((,,,,,,
rus_dev_track_c_00147,And I need to do a lot on this subject,,,,,,
rus_dev_track_c_00148,I'm afraid of finishing school.,,,,,,
rus_dev_track_c_00149,it was all fucked!!! don't tell me!,,,,,,
rus_dev_track_c_00150,Tomorrow at work((( I feel bad((,,,,,,
rus_dev_track_c_00151,"I'm surprised to myself, yesterday I did ALL the lessons, and for today I left only SINGLES",,,,,,
rus_dev_track_c_00152,"It is naughty when in a man's words - high beliefs, and in actions - low deeds. (c)",,,,,,
rus_dev_track_c_00153,"And so the mood is bad, so still and this drowsiness 3 hours in a row((( and I do not exaggerate, the occupation 3 hours goes",,,,,,
rus_dev_track_c_00154,"First grader: Oh, look, first grade! Ah, how cool! Second grader: Oh, look, first grade! Ah, how cool...",,,,,,
rus_dev_track_c_00155,I'm scared to go alone in a bus,,,,,,
rus_dev_track_c_00156,what is your problem with us? solve your problems,,,,,,
rus_dev_track_c_00157,What's wrong with you?,,,,,,
rus_dev_track_c_00158,ebony film sukaaaaaa,,,,,,
rus_dev_track_c_00159,"I am afraid to wake up tomorrow and find out about a new terrorist attack. Lord, save us all from trouble!",,,,,,
rus_dev_track_c_00160,"Fu, how you're against me",,,,,,
rus_dev_track_c_00161,10 minutes I'll sit still and go,,,,,,
rus_dev_track_c_00162,"Ah, hell, right behind the back of the child, next to the drunken company. Well, on the way (( (( hello, 4 hours of hell ...",,,,,,
rus_dev_track_c_00163,I miss you so much ((only very much,,,,,,
rus_dev_track_c_00164,Agutin - old grey bass!!!,,,,,,
rus_dev_track_c_00165,Pleasant to Beast,,,,,,
rus_dev_track_c_00166,I started to panic before the exam. I was shaking for the first time.,,,,,,
rus_dev_track_c_00167,On the street +11 Omg,,,,,,
rus_dev_track_c_00168,That's how our training went,,,,,,
rus_dev_track_c_00169,I can revisit them endlessly,,,,,,
rus_dev_track_c_00170,and again in the clinic((Timoshe became very ill(((((,,,,,,
rus_dev_track_c_00171,#InstaSize . What I found at home!!! My old phone,,,,,,
rus_dev_track_c_00172,This performance causes me nothing but disgust. Grow up.,,,,,,
rus_dev_track_c_00173,go nahuy shorter,,,,,,
rus_dev_track_c_00174,"Idi Nahui understood!!!!!!!?? SukaaAA, when you passed by KTOOO, Lenta, you handed me",,,,,,
rus_dev_track_c_00175,I did not expect that the semi-annual on 4 I will write,,,,,,
rus_dev_track_c_00176,"Thanks, I too thought on the algebra will be worse assessment)",,,,,,
rus_dev_track_c_00177,"((((( Lenul, it will pass, I think... But now it is not easier for you, I understand... Have patience!",,,,,,
rus_dev_track_c_00178,"If I lead a dog, I'll call it Beck, in principle, that's all you have to know about me.",,,,,,
rus_dev_track_c_00179,How can you be such a goat,,,,,,
rus_dev_track_c_00180,"By the way, who has a working sewing machine?",,,,,,
rus_dev_track_c_00181,It's all good.,,,,,,
rus_dev_track_c_00182,Today the grades are going to show uh I'm scared ~_~,,,,,,
rus_dev_track_c_00183,Every day I feel closer to the exams. I get very scared of it.,,,,,,
rus_dev_track_c_00184,"hello, help please find partial limit, top and bottom, can't figure out how to solve",,,,,,
rus_dev_track_c_00185,I found powder and write from the phone .eee,,,,,,
rus_dev_track_c_00186,"After all, to realize your dream is not necessary to be mega rich, it is enough to just believe and go to the dream",,,,,,
rus_dev_track_c_00187,Also a candle favorite all warmed up :(((( Tomorrow we will buy a new :(,,,,,,
rus_dev_track_c_00188,Oh! My grandmother told me that vanity is a sin.,,,,,,
rus_dev_track_c_00189,Every joke has a part of a joke. The rest is all true.,,,,,,
rus_dev_track_c_00190,I'm so scared,,,,,,
rus_dev_track_c_00191,Blyat contact beetle,,,,,,
rus_dev_track_c_00192,"I'm sitting on the gym, and here the balls fly and I'm afraid that I on the turret will give",,,,,,
rus_dev_track_c_00193,What a Great Day,,,,,,
rus_dev_track_c_00194,"ya_siyana I do not even worry about calories, but in shock that I ate so much of them :D",,,,,,
rus_dev_track_c_00195,"Says that in any writings that are given in school, I can not write my true opinion.",,,,,,
rus_dev_track_c_00196,There are no words from this mummy on the pro!!,,,,,,
rus_dev_track_c_00197,what what? what is it?,,,,,,
rus_dev_track_c_00198,"I have passed all the courses and exams)Such #easing, you don't have to write anything more. #freedom",,,,,,
rus_dev_track_c_00199,The last week of school in the university.,,,,,,
rus_dev_track_c_00200,"I want to eat, and chicken in the oven and potatoes too(((",,,,,,
rus_dev_track_c_00201,"In the third level, all qt applications, such as Clementine, Psi+, Tea Text Editor, look unbearably disgusting.",,,,,,
rus_dev_track_c_00202,"The site asks .ru, you are either nursed anonymously, or asks questions ebany ask .... #zhinbol",,,,,,
rus_dev_track_c_00203,"How I envy you! I also want, but there is no time to go ((",,,,,,
rus_dev_track_c_00204,"However, the refraction of light depends on the personal introductions of each reader.",,,,,,
rus_dev_track_c_00205,Journalists some - cynical charlatans.,,,,,,
rus_dev_track_c_00206,After that it seems to me more and more that I won't have a boyfriend. Because it's unpleasant. Fu.,,,,,,
rus_dev_track_c_00207,"Ah, I'm also surprised)some kind of madness)",,,,,,
rus_dev_track_c_00208,"I was so scared, I didn't die.",,,,,,
rus_dev_track_c_00209,The law is one for all,,,,,,
rus_dev_track_c_00210,I am afraid to grow up. I am afraid of problems and responsibilities. I am afraid to start a family on which I will spend my life. I am afraid in forty years...,,,,,,
rus_dev_track_c_00211,"Some young groups are hoping for publicity in the form of me and add my tweets, but I'm a bitch harmful, I won't add, and now, my friends, translate!",,,,,,
rus_dev_track_c_00212,"When the phone is off, it feels like there is absolutely no living soul around me. Not by itself.",,,,,,
rus_dev_track_c_00213,Hope some asshole will bury my nose,,,,,,
rus_dev_track_c_00214,"I all understand the snow is coming, a beautiful view from the window, but when it comes to you directly in the face, it's cold!",,,,,,
rus_dev_track_c_00215,My head hurts awfully (( everything is breaking down( (( a sigh (( a chill (( you are not near((,,,,,,
rus_dev_track_c_00216,I feel disgusted by the thought of my selfishness,,,,,,
rus_dev_track_c_00217,!!!!! Aaaaa Sneyeyeyeeg,,,,,,
rus_dev_track_c_00218,So the knee hurts((((,,,,,,
rus_dev_track_c_00219,"There is nothing more deplorable than a young cynic, for from a man who knows nothing he has turned into a man who believes nothing.",,,,,,
rus_dev_track_c_00220,Here nakhuya so to do. thank you to beat. as if the acid drank.,,,,,,
rus_dev_track_c_00221,Dima moved the weekend to tomorrow for me,,,,,,
rus_dev_track_c_00222,"I don't know what all this does for us on the workbench, but the upper right can be useful for many, for example.",,,,,,
rus_dev_track_c_00223,Even in biology you need to do,,,,,,
rus_dev_track_c_00224,The user group database is located in the /etc/group file.,,,,,,
rus_dev_track_c_00225,Let all my tweets be stored in the U.S. database or with someone else there...The main thing is that they will not be able to change me in any way.,,,,,,
rus_dev_track_c_00226,whisper what long were,,,,,,
rus_dev_track_c_00227,what???? koooooowda?,,,,,,
rus_dev_track_c_00228,she drank kefir in her mouth taste as she chewed cow's skin. Fu,,,,,,
rus_dev_track_c_00229,I miss. maybe we will be friends again?(((,,,,,,
rus_dev_track_c_00230,"I fell ill on the hike, bad pimple :(((",,,,,,
rus_dev_track_c_00231,Let's summarize the results of 2013......#excellentlife #education #school #school....,,,,,,
rus_dev_track_c_00232,very fashionable,,,,,,
rus_dev_track_c_00233,This bitch fucked my phone,,,,,,
rus_dev_track_c_00234,because of what??,,,,,,
rus_dev_track_c_00235,My stomach hurts:(((((,,,,,,
rus_dev_track_c_00236,"To accomplish a great and important work, two things are needed: a clear plan and limited time.",,,,,,
rus_dev_track_c_00237,"Yesterday, passing by, we went to visit a friend, she had a friend who sang something, but her singing caused a complete disgust",,,,,,
rus_dev_track_c_00238,A long time ago I was so early from work was not released on Friday))) direct,,,,,,
rus_dev_track_c_00239,It is necessary to devote time to preparing the answer to this question and at least once to talk aloud to the performers whom I listen to and find out directions.,,,,,,
rus_dev_track_c_00240,I hate school Because I hate school Because I hate school I never tried to understand The face of the algebra is worse than liters,,,,,,
rus_dev_track_c_00241,"Aee in half an hour corrected 2 and 3 for a quarter, as a result 3 threes :D",,,,,,
rus_dev_track_c_00242,"Just 5 more shots, and I can no longer:(((((",,,,,,
rus_dev_track_c_00243,"Girls, please stop making duck lips in the photo. When you realize that it is NOT RIGHT. Thank you for your attention.",,,,,,
rus_dev_track_c_00244,"so unlike most ordinary pillows, which warm the head during sleep, the Greek-filled pillow is really",,,,,,
rus_dev_track_c_00245,My dream is completely repeated.,,,,,,
rus_dev_track_c_00246,"He ate so disgustingly, asshole.",,,,,,
rus_dev_track_c_00247,Bomb! Cannon! Beast! 42 years old lady! Supreme power is simple!!!!! Nargiz!! #voice,,,,,,
rus_dev_track_c_00248,tomorrow we will write a composition on literature. hands are shaking already now. wish you good luck ✌️,,,,,,
rus_dev_track_c_00249,"Great, nice cat was, although it coughed ((",,,,,,
rus_dev_track_c_00250,"Our essence consists of two parts: one we live, and on the other we wander. And the role of invented passions we put forward and welcome. M. Gutseriev",,,,,,
rus_dev_track_c_00251,How good it is not to walk in the skin,,,,,,
rus_dev_track_c_00252,Scared to live,,,,,,
rus_dev_track_c_00253,There is nothing worse than a 12-year-old girl who posts pictures of her sucking with a guy,,,,,,
rus_dev_track_c_00254,You only need to provide your name and pension insurance card number (if any),,,,,,
rus_dev_track_c_00255,I'm afraid to imagine what my grades will be for the first semester.,,,,,,
rus_dev_track_c_00256,"I call my dog to bed, he doesn't come. I: Well, you broke my heart Brother: You broke her heart a long time ago... And then I was covered...(((",,,,,,
rus_dev_track_c_00257,It was amazing!!! the concert lasted 2.5 hours! they came out on the bis times 4) unreal emotions!,,,,,,
rus_dev_track_c_00258,"If you want to communicate for free, we suggest you to download Skype in Russian.",,,,,,
rus_dev_track_c_00259,Yesterday in the subway saw barely alive dirty old man with barely alive dirty dog. At some point the dog began to bark loudly. It was terrible.,,,,,,
rus_dev_track_c_00260,"Even today, we were doing the project. So and did not finish, but still hand over only on March 6",,,,,,
rus_dev_track_c_00261,"Originality, endurance, wisdom - the motto for 2014.",,,,,,
rus_dev_track_c_00262,Sueta from the morning ate,,,,,,
rus_dev_track_c_00263,"In London, the roof of the theatre fell, about 88 people died #Piздец #2013",,,,,,
rus_dev_track_c_00264,All this is when you remove it from the tabs in contact.,,,,,,
rus_dev_track_c_00265,"what are you doing, your mother?!",,,,,,
rus_dev_track_c_00266,But I'm still scared,,,,,,
rus_dev_track_c_00267,"How can you listen to the King, and the shit he's doing now.",,,,,,
rus_dev_track_c_00268,The most disgusting persons at ENT doctors in public clinics. Checked personally.,,,,,,
rus_dev_track_c_00269,We always know how to work well for others.,,,,,,
rus_dev_track_c_00270,"What a wonderful evening, and finally a long-awaited letter from France✨",,,,,,
rus_dev_track_c_00271,Let this leafy year go on and the bitch is never NEVER mentioned anywhere,,,,,,
rus_dev_track_c_00272,Music will help in any situation. All you have to do is find the right song.,,,,,,
rus_dev_track_c_00273,"In this country it is terrible to live, I am personally afraid of the wickedness of the people,",,,,,,
rus_dev_track_c_00274,just disgusting how such a beautiful text in English turns after me into such shit in Russian...wants to cry from impotence,,,,,,
rus_dev_track_c_00275,hey your mother!! what the fuck? why? why? why? why?,,,,,,
rus_dev_track_c_00276,"Disgusting, disgusting idiot!",,,,,,
rus_dev_track_c_00277,"Ahah, I love you:* I will soon die of the disease. I recovered two weeks ago and got sick again:(((",,,,,,
rus_dev_track_c_00278,Where?,,,,,,
rus_dev_track_c_00279,"Temperature does not drop, unpleasant feeling",,,,,,
rus_dev_track_c_00280,"And therefore every time I am wildly surprised when they suddenly say something reasonable, meaningful, interesting.",,,,,,
rus_dev_track_c_00281,"You want to become unbiased to any polarities, for example good / evil, - acquire the ability to find both extreme views and the desire to understand them.",,,,,,
rus_dev_track_c_00282,I'm scared that people can talk about me,,,,,,
rus_dev_track_c_00283,"With great pleasure I vote for my favorite, unequalled NARZIS!!! She has to win, because it is she most worthy...",,,,,,
rus_dev_track_c_00284,I'm afraid to say goodbye,,,,,,
rus_dev_track_c_00285,I'm in shock !!!!))),,,,,,
rus_dev_track_c_00286,"And yet, some kind of bitch keeps her mouth shut to me.",,,,,,
rus_dev_track_c_00287,Ooh! Beta 10.10 has already been released! Ooh! Feeling like I’m in a time loop! Couldn’t get it out so fast,,,,,,
rus_dev_track_c_00288,"I remember high school seniors smoked in the toilet. I was so awful, I don't know why",,,,,,
rus_dev_track_c_00289,"what are you, such a thin VK?!",,,,,,
rus_dev_track_c_00290,"Already tomorrow came the 2nd part) With it another pair of jewelry, and also a bracelet, stickers, a large calendar and a magazine with posters 1D!!!)))",,,,,,
rus_dev_track_c_00291,I'll find your card,,,,,,
rus_dev_track_c_00292,Didn't expect to see you in shock working waitress,,,,,,
rus_dev_track_c_00293,"why life is so hard, two thousand kilometers separate, and at me in the area there are not even such((((",,,,,,
rus_dev_track_c_00294,for the dictator five ))),,,,,,
rus_dev_track_c_00295,I watch a video about remembering Paul Walker Rev;((((,,,,,,
rus_dev_track_c_00296,I'm evil. She's mad at me and the argument isn't over! On the next couple I'll get mine!!!!,,,,,,
rus_dev_track_c_00297,It is enough to hold the color correctly and pick the right material.,,,,,,
rus_dev_track_c_00298,VAU,,,,,,
rus_dev_track_c_00299,"Ooh... well, that's fine with me",,,,,,
rus_dev_track_c_00300,"Walked today in the shop, came out of the entrance and found 100 rubles :D Well at least once I was lucky in this life. *-*",,,,,,
rus_dev_track_c_00301,You've already called it Chemo-Georgian. #hourday #killVitalia #It's possibleI'll live,,,,,,
rus_dev_track_c_00302,it's interesting why right now,,,,,,
rus_dev_track_c_00303,The room was very small and the bed was very small.,,,,,,
rus_dev_track_c_00304,It will be necessary to try in two or three hours,,,,,,
rus_dev_track_c_00305,"I'm afraid to stay alone, I'm afraid that they will stop communicating with me.",,,,,,
rus_dev_track_c_00306,Fuck You Stupid Bitch,,,,,,
rus_dev_track_c_00307,What happens to contact why nichera is not loaded with vertigo,,,,,,
rus_dev_track_c_00308,Mother of God!!! Nargiz sings Nirvana!! Fire!!!,,,,,,
rus_dev_track_c_00309,And you can always talk about anything,,,,,,
rus_dev_track_c_00310,"The second day I rock hitman 5, and it is for iOS in the AppStore is, and free! I'm shocked...",,,,,,
rus_dev_track_c_00311,"It is necessary to know how it happens, what it is connected with.",,,,,,
rus_dev_track_c_00312,"All your claims to my address write on a sheet, make an airplane and fly to the harbor.",,,,,,
rus_dev_track_c_00313,How everything worked!!!,,,,,,
rus_dev_track_c_00314,"to organize this webcam, you will need a dictionary or an indirect daily schedule.",,,,,,
rus_dev_track_c_00315,"Today was a hard day, I'm tired ((",,,,,,
rus_dev_track_c_00316,The main thing is that everything was sincere,,,,,,
rus_dev_track_c_00317,"and in general, Dasha decided to save a little ... but it became uneven color on the hair, which I achieved so much time ((((",,,,,,
rus_dev_track_c_00318,"I do not imagine how I will give algebra. I am afraid of those knowledge on this subject, which is not, has not been and will not be.",,,,,,
rus_dev_track_c_00319,"Aphigate, have already eaten ... what do you ask if you are not called. Go brain your bastards.",,,,,,
