id,text,anger,disgust,fear,joy,sadness
afr_train_track_a_00066,Intensive steps are being taken to ensure that this work stays on schedule.,0,0,0,0,0
afr_train_track_a_00067,Welcome has another idea: a community research project whose income flows back to the school.,0,0,0,1,0
afr_train_track_a_00068,Another major revolution followed in 1961: the Union became the Republic.,0,0,0,1,0
afr_train_track_a_00069,Our capital investment programme underpins our strategy for economic recovery and growth.,0,0,0,1,0
afr_train_track_a_00070,"However, it must be developed in such a way that it can fully unlock the potential of this beautiful country.",0,0,1,1,0
afr_train_track_a_00071,"Remove the series of institutions that will spontaneously arise from this not homogeneous in appearance, business model, etc.",0,0,0,0,0
afr_train_track_a_00072,"The cost of the project is R615,000 a year.",0,0,0,0,0
afr_train_track_a_00073,Cornelis Jacob Langenhoven was born on the night between August 12 and 13 in 1873.,0,0,0,0,0
afr_train_track_a_00074,This will lay the foundation on which all social partners can accelerate local economic development.,0,0,0,1,0
afr_train_track_a_00075,André Thops is the sole owner of the Olyfkloof farm which he bought in 2004 (42 ha).,0,0,0,0,0
afr_train_track_a_00076,"He was long chairman of the Orange Club, and many young people found their first home in Cape Town in his home in Tamboerskloof.",0,0,0,1,0
afr_train_track_a_00077,The drainage of brain power through emigration is obviously undesirable from the point of view of our own people as well as regional connections.,0,0,1,0,1
afr_train_track_a_00078,"In addition, farmers receive a five-year tax holiday, and they are exempt from import taxes on all agricultural inputs and equipment.",0,0,0,1,0
afr_train_track_a_00079,"For example, the European Union began with eleven languages, but has now grown to 21.",0,0,0,0,0
afr_train_track_a_00080,We can never turn our backs on them.,0,0,0,0,0
afr_train_track_a_00081,The question is how long do such people want to be ready before they move on to implementing projects?,1,0,0,0,0
afr_train_track_a_00082,Only three months remain before this historic event takes place.,0,0,0,1,0
afr_train_track_a_00083,This led to a united state.,0,0,0,1,0
afr_train_track_a_00084,Everywhere there are worried and sometimes troubled conversations about what becomes of the African language and culture.,0,0,1,0,1
afr_train_track_a_00085,Here the entire stream would be divided into two equal parts between Upper Owners and Lower Owners.,0,0,0,0,0
afr_train_track_a_00086,Rectification of historical imbalance and marginalization are important priorities of the state.,0,0,0,1,0
afr_train_track_a_00087,"Program Director, I would like to conclude by telling you that this project makes the Elim community a full part of agriculture.",0,0,0,1,0
afr_train_track_a_00088,"Today, fixed investment as a percentage of gross domestic product - at about 18.4% - is at its highest level since 1991.",0,0,0,0,0
afr_train_track_a_00089,Many more are without electricity and sanitation.,1,0,0,0,1
afr_train_track_a_00090,The principle is then that the common functions are managed jointly with the other cultural communities.,0,0,0,0,0
afr_train_track_a_00091,"Her eyes sparkle as she gestures to all the beloved, familiar characters.",0,0,0,1,0
afr_train_track_a_00092,Denel An amount of R400 million was obtained by the disposal of assets not considered essential.,0,0,0,1,0
afr_train_track_a_00093,Berna Ackerman was the guest writer and would herself tell Liesbet's story from the point of view of Bloemfontein's beacons.,0,0,0,0,0
afr_train_track_a_00094,This will improve our communication and we will all have a share in a South Africa that truly belongs to all.,0,0,0,1,0
afr_train_track_a_00095,De Wet went to the Boer commando's to visit her husband.,0,0,0,0,0
afr_train_track_a_00096,The farm should provide you with an opportunity to live out your full humanity.,0,0,0,1,0
afr_train_track_a_00097,One of the things that makes this school so special is that you chose to celebrate this occasion.,0,0,0,1,0
afr_train_track_a_00098,And then they came on the eve of the 24th in the form of Tobie Cronjé and Steve Hofmeyr.,0,0,0,0,0
afr_train_track_a_00099,The development of new programmes is therefore of paramount importance.,0,0,1,0,0
afr_train_track_a_00100,We will work with you to knock on the right doors to find the solution.,0,0,0,1,0
afr_train_track_a_00101,"Because the laboratories that perform the technique are limited, delays in obtaining results are now common.",0,0,1,0,1
afr_train_track_a_00102,"Within Correctional Services, we want to show them that they are human and that we want to make sure that they can change.",0,0,0,1,1
afr_train_track_a_00103,Those archives tell of the extensive correspondence between him and Dr. A. Kuyper.,0,0,0,0,0
afr_train_track_a_00104,Programs to improve our system of local government are proceeding at a rapid pace.,0,0,0,1,0
afr_train_track_a_00105,"Therefore, I place the remaining years of my life in your hands.",0,0,0,0,0
afr_train_track_a_00106,"Farmers and workers do not necessarily look different, and this is a positive thing that is happening right now.",0,0,0,1,0
afr_train_track_a_00107,There is also no doubt that we can create more self-employment through small and micro enterprises.,0,0,0,1,0
afr_train_track_a_00108,"At the same time, we wish the people of Zimbabwe every success with the elections scheduled for 29 March.",0,0,0,1,0
afr_train_track_a_00109,"Well, often we feel that we are not really that special.",0,0,0,0,1
afr_train_track_a_00110,Let us also speak to one another in the different languages of our country.,0,0,0,1,0
afr_train_track_a_00111,What was supposed to be a day of temporary separation because people went to work became a permanent separation.,0,0,0,0,1
afr_train_track_a_00112,"In December 2009, the Cabinet approved a reversal strategy for local government.",0,0,0,0,0
afr_train_track_a_00113,Investing in them is indeed a strategic investment.,0,0,0,1,0
afr_train_track_a_00114,"For example, the Consumer Price Index for food (CPI-food) rose by 15.7 percent over the period April 2007 to April 2008.",0,0,0,1,0
afr_train_track_a_00115,R700 million has already been allocated to the SANDF to strengthen this programme.,0,0,0,1,0
afr_train_track_a_00116,The strength of our exchange rate at the height of the season also worsened the price situation.,0,0,1,0,1
afr_train_track_a_00117,You live in a beautiful part of the province.,0,0,0,1,0
afr_train_track_a_00118,And we are determined to make a success of it.,0,0,0,1,0
afr_train_track_a_00119,We as a cabinet also wanted to meet the people of the Western Cape ourselves and hear what their problems and shortcomings are.,0,0,0,0,0
afr_train_track_a_00120,The big challenge in the next few years is going to be to get the right balance between these players.,0,0,1,0,0
afr_train_track_a_00121,"To further accelerate our economic growth and development, we will implement the Industrial Policy Action Plan.",0,0,0,1,0
afr_train_track_a_00122,"If tourism is to be a sustainable component of the South African economy, the industry must grow and transform.",0,0,1,0,0
afr_train_track_a_00123,"The fountain was 2,000 meters high.",0,0,0,0,0
afr_train_track_a_00124,They are a symbol of the sacrifices that many had to make who had to face so much because of apartheid.,0,0,0,0,1
afr_train_track_a_00125,"Obviously, we must continue and intensify the fight against crime.",0,0,1,0,0
afr_train_track_a_00126,"This type of one-sided reporting undermines the building of healthy relationships within the agricultural industry, and it is truly regrettable.",1,0,0,0,1
afr_train_track_a_00127,It is to no one's advantage and helps no one if we stand aside and point fingers.,1,0,0,0,1
afr_train_track_a_00128,"We have to make sure that when they get out of prison, they don't go back to crime.",0,0,0,0,1
afr_train_track_a_00129,More than a million copies have been sold.,0,0,0,1,0
afr_train_track_a_00130,"Including the paramedical services, doctors, nurses and the business community.",0,0,0,0,0
afr_train_track_a_00131,We will reintroduce health programs in schools.,0,0,0,1,0
afr_train_track_a_00132,"To channel the raging Nuyriver more or less to its original course would cost ± R160,000.",0,0,0,0,0
afr_train_track_a_00133,My greatest desire was to become a painter.,0,0,0,0,0
afr_train_track_a_00134,"State service doesn't have any more money, neither.",0,0,0,0,1
afr_train_track_a_00135,"This dam was officially opened on September 30, 1908, by John X. Merriman.",0,0,0,0,0
afr_train_track_a_00136,But there is no doubt that this program can and should be switched to a significantly higher gear.,0,0,1,0,0
afr_train_track_a_00137,"Interestingly, this type of seal will not exactly excite serious philatelists.",0,0,0,0,1
afr_train_track_a_00138,"After many years of struggle, the uncle decided to give up and sell his property at a auction.",0,0,0,0,1
afr_train_track_a_00139,That's what we're going to do.,0,0,0,0,0
afr_train_track_a_00140,I tried not to stumble; I made a few mistakes along the way.,0,0,0,0,1
afr_train_track_a_00141,"Chapter 4 opens with an ""Owl Mirror"" seal (also from Melita's exhibition).",0,0,0,0,0
afr_train_track_a_00142,"We first lay outside and waited and signaled for a pilot,"" she recalls ecstatically.",0,0,0,0,0
afr_train_track_a_00143,"However, it is too early to be sure of the pace of this recovery process.",0,0,1,0,0
afr_train_track_a_00144,"It is also our opportunity, as farmers, to give the public a positive view of agriculture.",0,0,0,1,0
afr_train_track_a_00145,"In this capacity, he also served on the NALN Scholarship Committee and the boards of trustees of the NALN Foundation and the A.D. Keet Publications Fund.",0,0,0,0,0
afr_train_track_a_00146,We need to invest in our youth in order to ensure a skilled and competent workforce that supports growth and job creation.,0,0,0,0,0
afr_train_track_a_00147,"After being reunited after years, they then talk about what they did for their elderly mother.",0,0,0,0,1
afr_train_track_a_00148,Competition between the different consumer sectors for the available water is going to increase.,0,0,1,0,1
afr_train_track_a_00149,"The South African ostrich industry employs about 16,000 people and earns R1.2 billion a year in foreign exchange for the country.",0,0,0,1,0
afr_train_track_a_00150,It is important and necessary that there be people who can do those jobs.,0,0,0,0,0
afr_train_track_a_00151,"Nevertheless, we will ensure that the Government's borrowing levels are prudent and sustainable.",0,0,0,0,0
afr_train_track_a_00152,"We hereby make an appeal to individuals, reading circles, writers' associations, cultural associations, schools, etc.",0,0,0,0,0
afr_train_track_a_00153,"In all those years, the Afrikaans language issue has been very close to the heart of the political issue.",0,0,0,0,0
afr_train_track_a_00154,Most of the seals are used ironically.,0,0,0,0,0
afr_train_track_a_00155,We must also integrate gender equality measures into the Government's Action Programme.,0,0,1,0,0
afr_train_track_a_00156,These problems coincided with a period in which inflation and interest rates were still too high.,0,0,0,0,1
afr_train_track_a_00157,The project was started in 2005 with nine shareholders consisting of the staff of De Doorns Wynkelder.,0,0,0,0,0
afr_train_track_a_00158,It is very clear that the regulatory system we have in place is inadequate.,1,0,0,0,1
afr_train_track_a_00159,We look forward to your next visit.,0,0,0,1,0
afr_train_track_a_00160,The new government in the Western Cape believes that every citizen should have the freedom to work himself up in life.,0,0,0,1,0
afr_train_track_a_00161,Predator control is a sensitive issue today.,0,0,0,0,1
afr_train_track_a_00162,"The research related to the 231 local municipalities, 46 district municipalities and six metropolitan municipalities was carried out by Empowerdex.",0,0,0,0,0
afr_train_track_a_00163,"In Berna's story, the main character lay in this room while recovering from a stomach fever.",0,0,0,0,1
afr_train_track_a_00164,We are already standing together to work for a better life for all.,0,0,0,1,0
afr_train_track_a_00165,"After the recent elections, the political landscape in South Africa has undergone interesting changes.",0,0,0,0,0
afr_train_track_a_00166,The Provincial Government aims to improve the quality of life of all the people in the province.,0,0,0,1,0
afr_train_track_a_00167,"The second, revised edition of Light from the East appeared in 1966, after the author had already died.",0,0,0,0,1
afr_train_track_a_00168,"Through an open window, distant string music and soft lamps resounded on the silence.",0,0,0,1,0
afr_train_track_a_00169,"That is why I asked SITA, the state information technology agency, for help.",0,0,0,0,0
afr_train_track_a_00170,Jack Holloway's professional life began as a teacher at Grey College.,0,0,0,0,0
afr_train_track_a_00171,Cape Town has a painful history of segregation that is still visible in residential areas divided along racial lines.,0,0,0,0,1
afr_train_track_a_00172,This reminds her of her aunt's children's versions that she had shown at the time.,0,0,0,1,0
afr_train_track_a_00173,Last year's Growth and Development Summit was a good start.,0,0,0,1,0
afr_train_track_a_00174,"By working together, we can do more.",0,0,0,1,0
afr_train_track_a_00175,We still have a lot of work to do in this regard.,0,0,0,0,1
afr_train_track_a_00176,South Africa should be able to show off with all its rivers.,0,0,0,1,0
afr_train_track_a_00177,It also implies a rapid decline in government debt levels when conditions return to a favorable trend.,0,0,0,1,0
afr_train_track_a_00178,They brought us to tears.,0,0,0,0,1
afr_train_track_a_00179,I am urgently looking for students from disadvantaged communities with math and science to study in agriculture.,0,0,0,0,1
afr_train_track_a_00180,"However, despite all the positive figures, Bredell believes that there is still room for improvement.",0,0,0,1,0
afr_train_track_a_00181,"Multilingualism is a fact, an asset and a constitutional right and mandate.",0,0,0,1,0
afr_train_track_a_00182,"I strongly believe that being a farmer is not a right, it's a privilege.",0,0,0,1,0
afr_train_track_a_00183,Countries like South Africa that kick off with a lack of skills can quickly fall further and further behind.,0,0,1,0,1
afr_train_track_a_00184,Labor statistics released Tuesday indicate that the economy is now creating jobs rather than taking them away.,0,0,0,1,0
afr_train_track_a_00185,This will be recorded in an auditable written report.,0,0,0,0,0
afr_train_track_a_00186,"The beacon on the south side stood on top of Mount Magalies and the one on the north, down there in the wide plains.",0,0,0,0,0
afr_train_track_a_00187,I would like to thank the Springboks again for the preparation they did when they won the Rugby World Cup last year.,0,0,0,1,0
afr_train_track_a_00188,The evening ended with a symbolic handing over of the documents from which Antoinette Pienaar's Karoo stories originated.,0,0,0,1,0
afr_train_track_a_00189,Political indifference of the people and a blind trust in the NP.,1,0,0,0,0
afr_train_track_a_00190,The additional contracts under the A400M policy generally create opportunities for the aviation industry.,0,0,0,1,0
afr_train_track_a_00191,Implement the Khampepe Commission's recommendations on the mandate and activities of the Directorate of Special Operations (the Scorpions).,0,0,0,0,0
afr_train_track_a_00192,That is why we are going to make the cabinet meeting in the countryside a quarterly institution.,0,0,0,0,0
afr_train_track_a_00193,We will work harder to promote South Africa's interests globally.,0,0,0,1,0
afr_train_track_a_00194,The Gauteng Provincial Government is committed to promoting quality education and providing skills.,0,0,0,1,0
afr_train_track_a_00195,Wealth is created to improve people's quality of life.,0,0,0,1,0
afr_train_track_a_00196,It focuses on collaboration between the Department and all other role players in the agricultural sector to build human capital.,0,0,0,1,0
afr_train_track_a_00197,"This is why the agricultural sector has a unique bank that can cater to the specific needs, the Land Bank.",0,0,0,1,0
afr_train_track_a_00198,The combination of these variables requires unique provision for agriculture.,0,0,0,0,0
afr_train_track_a_00199,But we cannot be satisfied with quantitative change alone.,0,0,1,0,0
afr_train_track_a_00200,"Of course, we will also continue to carry out our duties in the United Nations Security Council.",0,0,0,0,0
afr_train_track_a_00201,This provision is not limited to South Africa but occurs worldwide.,0,0,0,1,0
afr_train_track_a_00202,The government of the Western Cape is not going to abandon you in your time of grief.,0,0,0,1,0
afr_train_track_a_00203,The two plots of land are currently owned by the Goosen Trust.,0,0,0,0,0
afr_train_track_a_00204,The construction industry is back on track to build up the Province's skills and create much-needed jobs.,0,0,0,1,0
afr_train_track_a_00205,Each child is given a mouthpiece and encouraged to practice mouth-to-mouth breathing on the doll.,0,0,0,0,0
afr_train_track_a_00206,It is essential that the dam be built because the boreholes cannot provide enough water at a time.,0,0,1,0,0
afr_train_track_a_00207,"Being a chef of stature there in Australia, it would be nice if NALN-se-lemons appeared in one of his books one day.",0,0,0,1,0
afr_train_track_a_00208,You will be aware that just last week we fired a former Regional Commissioner.,1,0,0,0,0
afr_train_track_a_00209,We will help teachers by providing detailed daily lesson plans.,0,0,0,1,0
afr_train_track_a_00210,Further agroeconomic research includes the evaluation of plants that meet their own energy needs (elektrisiteit).,0,0,0,0,0
afr_train_track_a_00211,"The province has produced an average surplus of 286,000 tons of wheat over the past seven years.",0,0,0,1,0
afr_train_track_a_00212,"What Prof. [J. J.] Smith meant by an obscene subtext, I do not know at all.",0,0,1,0,0
afr_train_track_a_00213,Our continent shows the world what hope and perseverance look like.,0,0,0,1,0
afr_train_track_a_00214,"Materials for the museum, indeed!",0,0,0,1,0
afr_train_track_a_00215,We need to ensure that more young people enter apprenticeships in the private and public sectors.,0,0,0,0,0
afr_train_track_a_00216,I also know that you have already taken several courses in agriculture.,0,0,0,0,0
afr_train_track_a_00217,"Eventually, 16 ha of table grapes will be developed, of which two ha were already planted in 2006.",0,0,0,1,0
afr_train_track_a_00218,So the question of whether growth is distributed fairly should be a central aspect of all economic considerations.,0,0,1,0,0
afr_train_track_a_00219,To get involved in the welfare of their families and their cultural community.,0,0,0,1,0
afr_train_track_a_00220,The Free State ad hoc committee is not satisfied and requests an interview with the Minister of National Education.,0,0,0,0,0
afr_train_track_a_00221,"Due to overflow and increased water needs, the Keerom Dam's embankment is raised by 3 - 4 during 1889 - 1990.",0,0,0,0,0
afr_train_track_a_00222,"However, the author himself chose to celebrate his birthday on the twelfth.",0,0,0,0,0
afr_train_track_a_00223,Our financial institutions are a powerful example that have sheltered us somewhat from the global economic storms.,0,0,0,1,0
afr_train_track_a_00224,It also means that each one will have a place of his own to be proud of.,0,0,0,1,0
afr_train_track_a_00225,We will carefully consider the inhibiting factors so that we can expedite this program as a matter of urgency.,0,0,1,0,0
afr_train_track_a_00226,"Today, one third of our organ donors are living relatives, and the rest of the organs become available because of deaths.",0,0,0,0,1
afr_train_track_a_00227,"Today, with even greater confidence, we must speak of freedom.",0,0,0,1,0
afr_train_track_a_00228,"According to the 2001 census, 116,258 households in the Western Cape did not have basic sanitation.",0,1,0,0,1
afr_train_track_a_00229,This statement is very applicable to the people on Mount Koebe near Vanrhynsdorp.,0,0,0,0,0
afr_train_track_a_00230,There are already 24 ha of table grapes established under the net and a further 14 ha have also been developed under the net.,0,0,0,0,0
afr_train_track_a_00231,"Meanwhile, the Hex Valley Irrigation Board provides water to the group from their existing sources.",0,0,0,0,0
afr_train_track_a_00232,"Just to neutralize population growth, Minister A.B. Williams claims that 6% growth is needed. It is currently about 2%.",0,0,1,0,1
afr_train_track_a_00233,It is an important milestone that you have succeeded in bridging the divisions of the past.,0,0,0,1,0
afr_train_track_a_00234,"First, it includes higher investment rates, both by the public and private sectors.",0,0,0,1,0
afr_train_track_a_00235,So here's our chance to put our side of the story.,0,0,0,0,0
afr_train_track_a_00236,The collection also contains quite a few other works besides language sections that Hiemstra wrote for the newspaper.,0,0,0,0,0
afr_train_track_a_00237,Let us make the collective fight against racism our first priority.,0,0,0,1,0
afr_train_track_a_00238,This five-year rolling plan was reviewed in 2007-08 and now amounts to R78 billion.,0,0,0,0,0
afr_train_track_a_00239,"Coffee was drunk here, and the Museum Day aspect was meaningfully emphasized.",0,0,0,1,0
afr_train_track_a_00240,I have the right to believe what I want to believe.,1,0,0,0,0
afr_train_track_a_00241,"Thursday, August 7, is dedicated to all businesswomen in the agricultural sector, and specifically those involved in exports.",0,0,0,1,0
afr_train_track_a_00242,Our Inter-Ministerial Committee on Corruption is exploring ways to purposefully crack down on corruption.,0,0,0,1,0
afr_train_track_a_00243,Do not let Nadine Jantjies' death be in vain.,0,0,0,0,1
afr_train_track_a_00244,The scale he used to weigh the postage stamps can be seen in Pretoria in the museum in Boomstraat.,0,0,0,0,0
afr_train_track_a_00245,I want to invite you to speak freely so that we can have the kind of conversation that we are used to in agriculture.,0,0,0,1,0
afr_train_track_a_00246,"Afrikaans is not my mother tongue, but it is important that I address you in the language with which you are comfortable.",0,0,0,0,0
afr_train_track_a_00247,I come to you so much here on Vuki that the car wants to turn here by itself when I drive by.,0,0,0,1,0
afr_train_track_a_00248,"That's where the difference is going to be made, that's the partnership for change.",0,0,0,1,0
afr_train_track_a_00249,We should indeed celebrate this great achievement.,0,0,0,1,0
afr_train_track_a_00250,Letters had to be weighed and suitcases sealed.,0,0,0,0,0
afr_train_track_a_00251,It is only people who have something to boast about who show off.,0,0,0,0,0
afr_train_track_a_00252,"On occasion, the Ambassador couple came to visit Wesselsbron.",0,0,0,0,0
afr_train_track_a_00253,I would like to congratulate you on the initiative to organize this Congress.,0,0,0,1,0
afr_train_track_a_00254,We are the only Afrikaans speakers at the MinMEC meetings.,0,0,0,0,0
afr_train_track_a_00255,"In June 2007, a conference on alcohol abuse among farm workers was held.",0,0,0,0,1
afr_train_track_a_00256,But this made me think.,0,0,0,0,0
afr_train_track_a_00257,"Since then, 231 homes have been built.",0,0,0,0,0
afr_train_track_a_00258,The status and prosperity of the language is closely linked to the possession and exercise of political power.,0,0,0,0,0
afr_train_track_a_00259,The appearance of this book therefore has significance that goes far beyond the future of Afrikaans.,0,0,0,1,0
afr_train_track_a_00260,It tells me that you are striving for a better life for yourself and your families.,0,0,0,1,0
afr_train_track_a_00261,The sisters also believe that their mother was opposed to her song being sung like Ellie Rhee on every street corner.,0,0,0,0,0
afr_train_track_a_00262,The shipping company was Van Maenen & Van den Broeck (Antwerp).,0,0,0,0,0
afr_train_track_a_00263,"He was an elder in the church for 50 years, Chris Barnard's father introduced him to the NG Church on Beaufort West.",0,0,0,0,0
afr_train_track_a_00264,This is our people's contract.,0,0,0,0,0
afr_train_track_a_00265,There is also a budget of R200 000 attached to the plan for the current financial year.,0,0,0,0,0
afr_train_track_a_00266,Dennis Horn) and has been participating in the Junior National Sailing Show (JUNASS) since the age of 12.,0,0,0,1,0
afr_train_track_a_00267,Holloway and later accompanied him to Washington and London as Ambassador's Wife.,0,0,0,0,0
afr_train_track_a_00268,"Nor are these matters that we can only talk about in Parliament, they must be followed by action.",0,0,0,0,0
afr_train_track_a_00269,We cannot allow the industry to be spoiled by such rotten spots.,0,1,0,0,0
afr_train_track_a_00270,I know that you all have what it takes to make Dalrose an energetic and important part of the community.,0,0,0,1,0
afr_train_track_a_00271,The target is that over 4 years a total of 50 ha should be developed.,0,0,0,0,0
afr_train_track_a_00272,And it never has to be a deadly disease.,0,0,0,1,0
afr_train_track_a_00273,"In August 1997, Prof. N.J. Snyman transferred his collection of clippings on African literature in particular to NALN.",0,0,0,0,0
afr_train_track_a_00274,We have ordered law enforcement agencies to take stronger action against lawlessness in Balfour and other areas.,0,0,1,0,0
afr_train_track_a_00275,"Your best performance now, has just put you in position to overcome the next challenge.",0,0,1,1,0
afr_train_track_a_00276,"Over the years, it has become clearer than ever that this partnership has many mutual benefits.",0,0,0,0,0
afr_train_track_a_00277,We will continue to improve our health care system.,0,0,0,1,0
afr_train_track_a_00278,"By working together, we will defeat crime.",0,0,0,1,0
afr_train_track_a_00279,Let's make it a point to have brook rivers in our province.,0,0,0,1,0
afr_train_track_a_00280,This is our future.,0,0,0,0,0
afr_train_track_a_00281,We will need to work harder with our international counterparts to negotiate a legally binding treaty.,0,0,1,0,1
afr_train_track_a_00282,"Over the years, we have continuously improved the government structures.",0,0,0,1,0
afr_train_track_a_00283,This is partly the result of deliberate programs by the Government to expand public infrastructure.,0,0,0,1,0
