id,text,anger,disgust,fear,joy,sadness
afr_dev_track_c_00066,"The spirit of ""Business Outside the Ordinary"" should apply to all individuals who enjoy the privilege of being civil servants.",0,0,0,0,0
afr_dev_track_c_00067,This gives the community the opportunity to engage fully in agriculture like any commercial farmer.,0,0,0,1,0
afr_dev_track_c_00068,I understand you've built up a solid bank balance in the meantime.,0,0,0,1,0
afr_dev_track_c_00069,"After all, there was enough warning as early as 1960.",0,0,0,0,0
afr_dev_track_c_00070,"And just because it is a time of challenges, it is also a time of opportunities!",0,0,0,1,0
afr_dev_track_c_00071,Awareness-raising and education on issues such as alcohol abuse and HIV/AIDS also take place through the arts.,0,0,0,0,0
afr_dev_track_c_00072,We also want to better integrate land reclamation and agricultural support programmes.,0,0,0,1,0
afr_dev_track_c_00073,Bridges will have to be built between the learning place and the workplace.,0,0,1,0,0
afr_dev_track_c_00074,The DP has a power base only in the wealthy neighborhoods of the larger cities.,0,0,0,0,1
afr_dev_track_c_00075,"However, this is not good enough.",1,1,0,0,1
afr_dev_track_c_00076,"The cost of the milking stall is R920,000 and the milking machine is R160,000.",0,0,0,0,0
afr_dev_track_c_00077,"As they told me, it was just a crying, dissatisfied baby.",0,0,0,0,1
afr_dev_track_c_00078,I want to know what's going on.,0,0,0,0,0
afr_dev_track_c_00079,I said it was time for the people of the Western Cape to take greater responsibility when it comes to the environment.,0,0,0,0,1
afr_dev_track_c_00080,We urge all households that can afford it to consider implementing these energy-saving measures immediately.,0,0,1,0,0
afr_dev_track_c_00081,It is an ideal that I hope to live and achieve.,0,0,0,1,0
afr_dev_track_c_00082,These problems coincided with a period when inflation and interest rates were still too high.,0,0,1,0,1
afr_dev_track_c_00083,"This applies to literacy levels, gross enrollment in schools, and the rate of participation in tertiary education.",0,0,0,0,0
afr_dev_track_c_00084,It's something to be proud of.,0,0,0,1,0
afr_dev_track_c_00085,"He refers to his imprisonment after his participation in the failed uprising of 1914, later known as the Rebellion.",0,0,0,0,1
afr_dev_track_c_00086,"Second, education needs to be depoliticized.",0,0,0,0,0
afr_dev_track_c_00087,It is also planned to establish two mountain houses that will be rented to tourists.,0,0,0,1,0
afr_dev_track_c_00088,Some were so unhappy that they went out to sea that week and illegally fished for lobster.,0,0,0,0,1
afr_dev_track_c_00089,"His publications have made quite a few record lists; rarely if ever a publisher's ""remainder"" list.",0,0,0,1,0
afr_dev_track_c_00090,And it was the president himself who started the tree-planting tradition in the garden of the Old Government Building.,0,0,0,0,0
afr_dev_track_c_00091,"Last year's disaster with the fish quotas, the accusations of corruption in the industry, the alleged nepotism, all of this is unacceptable.",1,1,0,0,0
afr_dev_track_c_00092,"On the other hand, we will accelerate the introduction of the next phase of the Extended Public Works Program.",0,0,0,0,0
afr_dev_track_c_00093,I have ordered the ministers to resolve the outstanding matters as well.,0,0,0,0,0
afr_dev_track_c_00094,Because look how Keesje stares at him...,0,0,0,0,0
afr_dev_track_c_00095,And I am grateful that the same points were made by other parties in the Cabinet.,0,0,0,1,0
afr_dev_track_c_00096,This is well above the inflation target of between three and six percent.,0,0,1,0,1
afr_dev_track_c_00097,"The African Patriot vigorously promoted this idea, including in a series of extensive editorials.",0,0,0,0,0
afr_dev_track_c_00098,"Therefore, there is understanding for the grief and pain of the community.",0,0,0,0,1
