id,text,anger,disgust,fear,joy,sadness,surprise
swe_test_track_c_00093,"Very good and professional, felt very safe.",,,,,,
swe_test_track_c_00094,I've had help with all the paperwork!,,,,,,
swe_test_track_c_00095,"5-course + wine package Very good food and drink, strong rating. The place was cozy and lovely, family feeling. Unfortunately, the smell of the sewage in the room which lowers the rating. The waitress was nice and happy, the presentation of the wine was very scaled down and not inspiring. Bad presentation. The food was cannon, good taste and good presentation.",,,,,,
swe_test_track_c_00096,"$10,000 is a lot of money.",,,,,,
swe_test_track_c_00097,The meeting felt a little stressful and I didn't feel like I was being really heard or examined.,,,,,,
swe_test_track_c_00098,"Great service, great cleanliness and construction services!",,,,,,
swe_test_track_c_00099,"The company has been working on a new product for the past two years, and it's called the ""Specialty"" product, and it's a great way to get the customer's attention. ""Specialty"" is a term that refers to a product that's made by a company that makes products for the customer. ""Specialty"" is a term that refers to a product that's made by a company that makes products for the customer. ""Specialty"" is a term that refers to a product that's made by a company that makes products for the customer.",,,,,,
swe_test_track_c_00100,"I called in a bid of SEK 1,100,000 that bid was not registered because the broker thought it was too low, but a week later the same bid was registered from another bidder, which feels like an unfair and unprofessional treatment.",,,,,,
swe_test_track_c_00101,I didn't like them putting ads on my license plate without telling me.,,,,,,
swe_test_track_c_00102,Rob also learned that Lucia learned the exact date of the apocalypse and the subsequent global destruction.,,,,,,
swe_test_track_c_00103,Its funny about gold.,,,,,,
swe_test_track_c_00104,"Very good service, the staff is very competent, very helpful.",,,,,,
swe_test_track_c_00105,Handled a sudden need quickly.,,,,,,
swe_test_track_c_00106,"I made land, but got away from the others.",,,,,,
swe_test_track_c_00107,"All right, food 4 out of 10, we were sitting so close to people, sounds of other guests but loud laughter o voice",,,,,,
swe_test_track_c_00108,"Be careful with the work that's being done, and keep an eye on the hours because stone pipes charge for double hours.",,,,,,
swe_test_track_c_00109,Nice professional treatment. Had no spec expectations because I've never been through this before.,,,,,,
swe_test_track_c_00110,Nice salesman to get everything out of the car purchase a Volvo xc60,,,,,,
swe_test_track_c_00111,He claims that it fell through a hole in his pocket halfway to the movie theater sometime between 11:30 and 3:10 and that he never saw it again.,,,,,,
swe_test_track_c_00112,Ask him that.,,,,,,
swe_test_track_c_00113,"Nice service, nice customer service, but fucking expensive!",,,,,,
swe_test_track_c_00114,The priest confirmed that the prophecy had been discussed at the highest level and that its content conveyed a gloomy apocalyptic message.,,,,,,
swe_test_track_c_00115,"They didn't want to refill it, they thought the compressor was bad for my temperature, so they don't start the compressor if it's too little liquid.",,,,,,
swe_test_track_c_00116,Very good service and perfect review!,,,,,,
swe_test_track_c_00117,"Sure, if you'd like to e-mail it over again.",,,,,,
swe_test_track_c_00118,"My husband and I received an incredibly good response from our broker Anders Wolf at the brokerage house from beginning to end. Anders Wolf listened attentively to our requests, as well as giving his own excellent suggestions to make our sale as successful as possible. He was with us throughout our sale, connected pleasantly and gave good feedback from interested parties.",,,,,,
swe_test_track_c_00119,"The food is great and the service is good, but there are two big downsides: 1. the time. we only had the table for two hours. it's not enough to enjoy a tasting menu of 16 dishes plus grill. we had to throw in the last dishes and didn't have time to drink the wine. coffee and dessert were just forgotten. we had to take it somewhere else. 2.",,,,,,
swe_test_track_c_00120,Well be far away before then.,,,,,,
swe_test_track_c_00121,"We built houses through their subsidiary Stenvilla Entreprenad AB and already at the rise of the stomach contractors hired by Stenvillan warned that this builder (including the owner and the work manager) signs lots of contracts, much more than they can handle, then hires many unscrupulous builders to get it done very quickly without any thought of quality.",,,,,,
swe_test_track_c_00122,"When these were delivered, it turned out that they were going to be attached by drilling holes in which the figures were going to be attached with silicon, an incredibly simple solution that didn't work in practice.",,,,,,
swe_test_track_c_00123,"The funeral went great with their help, they took care of everything!",,,,,,
swe_test_track_c_00124,"Couldn't be more satisfied, nice service from day one. knowledgeable, professional and very good at his job! Can be highly recommended. My expectations are met plus a little more :)",,,,,,
swe_test_track_c_00125,"According to the priest, she told this to John Paul II, but he died shortly afterwards and took the date with him to the tomb.",,,,,,
swe_test_track_c_00126,Great service and fast delivery!!!!!!!!!!!,,,,,,
swe_test_track_c_00127,Cities. Didn't get a visit before the first opportunity. Difficult to get hold of. Poor communication. Got double invoices. Not reliable.,,,,,,
swe_test_track_c_00128,"I would strongly advise all consumers against shopping and doing business with tretti.se. They have put in place systems to blackmail and deceive customers, especially when it comes to delivery times. I have ordered and paid for a freezer (unfortunately I did this before I had read here about all the bad reviews that customers in general have about tretti.se internet), the freezer was to be delivered within 7-10 days. After many trips back and forth with delays of delivery I will now have to wait for a month on the freezer!",,,,,,
swe_test_track_c_00129,"Warning, warning.......!!!!! Never been involved in a worse job. A six-year-old with a carpenter's joy would have gotten an equally good or better result.",,,,,,
swe_test_track_c_00130,The author Rob Howells studied the Fatima case for years.,,,,,,
swe_test_track_c_00131,We were very dissatisfied and have given Caroline personal feedback,,,,,,
swe_test_track_c_00132,"Service and reception has been basically clockwise over the years we've been customers of Mycar Täby, until the last opportunity. The boy's laundry in customer service was nothing but a disaster. In customer service he probably gets a weak second on a five-degree scale, and my questions about why the car lacked a wheel mat after tire change were met with a nonchalant ""I don't know. The former staff member would have said rather ""Well, we'll have to take a closer look"" or ""Hopefully, it'll fix it"", if that had even happened.",,,,,,
swe_test_track_c_00133,"They've always been accommodating, I've hired their staff for continuous homestays and occasional relocations, they've always delivered with good quality on the assignment, they've in some cases even delivered a little bit more than I expected - that little x-tra.",,,,,,
swe_test_track_c_00134,"Great atmosphere, really good service, nice staff and humane prices, good food.",,,,,,
swe_test_track_c_00135,"I've bought a house. Everything went well until the contract was signed. After that, the realtor couldn't get hold of it. There was a lot that wasn't right when I moved into the house. Among other things, there was a flaw in the description of the house. This flaw had been decisive for my decision. When I tried to get in touch with the realtor about this, I got no response at all.",,,,,,
swe_test_track_c_00136,"I was offered a full insurance policy, which I took, but what I didn't see was the terms and the cost of the insurance. I also discovered that I could have signed the car cheaper elsewhere. The insurance should be paid every month, in addition to the fact that I took with me the insurance fee. The measure was forced and I had to sign digitally even though I couldn't read the fine print in the contract.",,,,,,
swe_test_track_c_00137,"We dont have any barbed wire fence, no scaffolding or watchtower.",,,,,,
swe_test_track_c_00138,There is one of us who can finance the company with his own money and not even notice the cost.,,,,,,
swe_test_track_c_00139,"Quietly and methodically, the two cleaners took up the task, and the result was better than expected.",,,,,,
swe_test_track_c_00140,We have common enemies.,,,,,,
swe_test_track_c_00141,"Sold my home through Sofia and couldn't be more pleased! Sofia has been a fantastic realtor who has been committed, clear and accessible, which has made us feel very safe throughout the process. With Sofia's help we got to a quick and smooth sale. Highly recommended!",,,,,,
swe_test_track_c_00142,"Permanent French, not particularly welcoming.",,,,,,
swe_test_track_c_00143,Retreat gnm Mindfulness center. Fantastic food! Lovely peaceful & rural idyll. Home-like. Cosy m nature-like simplicity. Happy & nice staff! Nice sofas!,,,,,,
swe_test_track_c_00144,"Unethical customer service, unethical contracts, hard to get rid of, if anyone has gone against them in court about terminating service, you can contact me.",,,,,,
swe_test_track_c_00145,"- Whoa, whoa, whoa, Lee.",,,,,,
swe_test_track_c_00146,Always helpful in various situations Solves my problems effectively Performed work tasks were handled in a way that was good for me,,,,,,
swe_test_track_c_00147,"When I called and complained about this, it almost sounded like it was all my fault because I didn't ""let"" them fix it, as if it was reasonable to deliver bad service and then have the customers check the quality and solve the problem. When I complained that this was not reasonable considering that they cleaned for three hours, they offered to deduct 10% of the cost of the work!",,,,,,
swe_test_track_c_00148,"Very good reception and a thorough examination, will definitely go there again.",,,,,,
swe_test_track_c_00149,"No, I did not.",,,,,,
swe_test_track_c_00150,"Sure, he's good at selling and taking royalties, but he's completely lacking in after-market care.",,,,,,
swe_test_track_c_00151,What did I do wrong?,,,,,,
swe_test_track_c_00152,Let's pack up then.,,,,,,
swe_test_track_c_00153,"I'm not sure if I'm going to be able to do it, but I'm going to have to do it. - ""I'm going to have to do it. - "" - "" - "" - "" - "" - "" - "" - "" - "" - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -",,,,,,
swe_test_track_c_00154,"Unfortunately, I had to sit down and rewrite and correct the spelling mistakes in the ad text, there was generally poor feedback and follow-up from the office, among other things, I myself had to hear about times for handing over keys etc. I would also get a call for declaration help for a month and finally had to write to the broker and remind him at the beginning of February, just a few days before the payment was due to the tax office.",,,,,,
swe_test_track_c_00155,Nice and professional treatment,,,,,,
swe_test_track_c_00156,Strange recommendations. Must be the owners who have written. Everyone I know who's been there is so unhappy. They ruin your nails and the job is pretty ugly. So many good places in sthlm. Don't go here!!,,,,,,
swe_test_track_c_00157,"Confident, thorough and nice!",,,,,,
swe_test_track_c_00158,"Hey, Favox AB, the most unserious company I've ever come across, it's all about money and expertise as soon as you walk into the office, when in the meantime they don't pay their workers or hijack half the bills for work done, very unserious to make money by cheating other innocent people.",,,,,,
swe_test_track_c_00159,It takes two hours to get to the end of the railroad.,,,,,,
swe_test_track_c_00160,"Grant, what are you doing?",,,,,,
swe_test_track_c_00161,"Good reception, friendliness and a good overall impression",,,,,,
swe_test_track_c_00162,I must draw your attention to paragraph 27 of the Geneva Convention:,,,,,,
swe_test_track_c_00163,I'd say it is cheap.,,,,,,
swe_test_track_c_00164,There's another kid in the stable.,,,,,,
swe_test_track_c_00165,"Good food, the service was like that...",,,,,,
swe_test_track_c_00166,Think about her.,,,,,,
swe_test_track_c_00167,"After having a cleaning company that often rebooked, canceled and sent different cleaning women, we tried Cama Service. Everything is going great, the cleaning woman is very thorough and does a very good job. We are a household with three cats, i.e. a lot of hair, a lot of taste marks. But the results are brilliant every time. The few times they need to send a substitute, they always ask if it's okay first.",,,,,,
swe_test_track_c_00168,"Oh, my boy.",,,,,,
swe_test_track_c_00169,So you dont want to go with him?,,,,,,
swe_test_track_c_00170,"Such a nice and professional staff, great results, I'm very pleased!",,,,,,
swe_test_track_c_00171,"I bought a home, and I got the feeling that the realtor didn't seem very interested in us buyers, and it all went very quickly, and it turned out that there was no key missing, and it wasn't clean at all, and it felt like the realtor had barely been in the apartment.",,,,,,
swe_test_track_c_00172,Its not OK that you deceived people.,,,,,,
swe_test_track_c_00173,I would like to ask the Commissioner whether he is aware of the fact that the Commission has not yet taken a decision on this matter.,,,,,,
swe_test_track_c_00174,What did Kimball say?,,,,,,
swe_test_track_c_00175,She said she went to bed around eleven that night.,,,,,,
swe_test_track_c_00176,"Initially professional treatment and offer, but then not the skills required to do the job, no one responsible comes and checks, but you get to be tight all the time.",,,,,,
swe_test_track_c_00177,"Windshield wipers in the back were completely broken, the front was defective, nothing that came up at the sale.",,,,,,
swe_test_track_c_00178,"I'm a hairdresser, and I bought loose hair from them that a couple of days after infusion became dreadlocks, really bad quality... they blamed it on me even though I only followed their recommendations. I got the shit out after only a week and then they had totally destroyed the hair and the hair to the point that my hair fell out, they had pulled the hair back with the roots and braided it so hard that it bled in the hair.",,,,,,
swe_test_track_c_00179,What happened to the stiletto?,,,,,,
swe_test_track_c_00180,"Poorly treated, unprofessional staff, paid for a service that wasn't even done despite what the staff said, ended up getting my money back in twenty-dollar bills, I'm not going back, and I strongly recommend avoiding the smartphone store.",,,,,,
swe_test_track_c_00181,The food wasn't good unfortunately. So crowded when you were going to eat. It didn't feel like there was any love over the food.. the milk was old for the coffee so it got completely gray in the cup. The one who then changed the milk when you said to ask not even for an apology. Our waiter the young guy was nice. No there will be no return visit which is a pity since we live nearby.,,,,,,
swe_test_track_c_00182,"We bought a king oak. We've been buying king oak for the last 10 years and we've never had a worse oak than when we ordered from you. Besides, we paid a couple of hundred bucks more than we usually do - with clearly worse results. We reconnected immediately but haven't received any feedback from Smålandsgran, now almost three months later. We'll never order a oak like this again and unfortunately we've also shared our very boring experience of our contact with you.",,,,,,
swe_test_track_c_00183,It's called Joey.,,,,,,
swe_test_track_c_00184,I'm going to have a maintenance agreement with Energipartner but the company doesn't live up to it (hasn't come to an annual audit).,,,,,,
swe_test_track_c_00185,"The traffic school is highly recommended, nice staff and high quality of education",,,,,,
swe_test_track_c_00186,Good service and good time management. Well done.,,,,,,
swe_test_track_c_00187,Very nice guy who cleaned my windows in the villa.,,,,,,
swe_test_track_c_00188,"Hey, we did a test with this cleaning company at home. There was no good cleaning they forgot to empty paper bags and dust on the shelves. I did a scratch in our new wooden floor. Forgot to clean the bathroom properly still dirty after they've been there.",,,,,,
swe_test_track_c_00189,"The food was pretty good, but the service wasn't very good, no cozy atmosphere, not very clean, won't be back.",,,,,,
swe_test_track_c_00190,"Very welcoming and committed, worked hard to sell at our price, which went very well.",,,,,,
swe_test_track_c_00191,But I'm in a bit of a hurry.,,,,,,
swe_test_track_c_00192,"He had a herniated disc in his pelvis that was pressing on another nerve, causing it to radiate out into his leg, which also required laser surgery, massage, and adjustments to improve.",,,,,,
swe_test_track_c_00193,"Bad. I was tricked into ordering a dump truck when the error was minimal. It cost me $4,000! Bad service and ignorant staff. Would never recommend the vault to anyone else. Scandal!!",,,,,,
swe_test_track_c_00194,"Good food, the service at lunch can get better.",,,,,,
swe_test_track_c_00195,"We had to pay about $3,400 to replace the battery in the ignition key, but a few weeks later, the problem came back, and we were referred to a repair shop.",,,,,,
swe_test_track_c_00196,So what's it gonna be like?,,,,,,
swe_test_track_c_00197,"I can highly recommend the STB group, more than well done, I'm really pleased, the car is as good as new, also very friendly and high level of service.",,,,,,
swe_test_track_c_00198,"The answer is NO! I tested a demo car, was satisfied with it, and asked the salesman 'Are there any functional differences between it and the car I'm going to buy?' He replied that there could have been minor differences. The day after the purchase I discover that there is no backsensor, I call directly and get the answer 'Oh, I didn't know that'. Besides, the service book is missing. I now have four weeks via the correspondent's email and phone (with borrowed quotes from the Borgs car page), where they blame me for something and don't blame me for everything.",,,,,,
swe_test_track_c_00199,"I was satisfied the first time, which was the reason I came back, and I really can't complain about the reception, which was nice and professional, but I certainly wasn't happy with the result of the clipping.",,,,,,
swe_test_track_c_00200,That's great!,,,,,,
swe_test_track_c_00201,Good help in choosing the right bed or mattress,,,,,,
swe_test_track_c_00202,"Hey, he was okay, but I got the impression that the price is too high for a few glass panes. Besides, single glass 82,000 was for both the upper and lower part of the balcony.",,,,,,
swe_test_track_c_00203,"Eating seafood that wasn't great, besides the sad service, unfortunately.",,,,,,
swe_test_track_c_00204,Congratulations! Good cutting and coloring!,,,,,,
swe_test_track_c_00205,I wanted her to see it.,,,,,,
swe_test_track_c_00206,Finish this.,,,,,,
swe_test_track_c_00207,"It took the realtor eight months to put our property up for auction, poor reception and no interest at all, the house was indeed a renovation property, but they would have said no if they hadn't been interested, but after a couple of years, the house was sold at a commission of over 30%.",,,,,,
swe_test_track_c_00208,Good service and a good car.,,,,,,
swe_test_track_c_00209,"All right, nice staff and quick service.",,,,,,
swe_test_track_c_00210,"Knew from the start that Fredrik and Marc were eager and willing to do a good job and make an impression. Got help with a total renovation of a small apartment of 21 square meters. Handled kitchen and bathroom furnishings via the Internet themselves on advice and consultation to reduce costs. Clear offer held. They were available, effective, meticulous and above all easy to deal with in general.",,,,,,
swe_test_track_c_00211,It's about the refugee committee...,,,,,,
swe_test_track_c_00212,"While I was wandering around looking for the other three, I was arrested.",,,,,,
swe_test_track_c_00213,"Despite the fact that they came back twice, it wasn't clean in the cupboards, under the cupboards, on the windows... they didn't keep their part of the agreement about the complaint to the Public Complaints Board to be sent in.",,,,,,
swe_test_track_c_00214,I would never recommend this company. I hired them for moving cleaning. Moving. It was a big problem for me because of the useless cleanliness. I would call this company a bluff!! Warning. The buyers of my house didn't even want to put them in the house for further cleaning. They sell well with text or words but I don't think they do a good job. Really Oseriost!,,,,,,
swe_test_track_c_00215,I don't want our last shipment of weapons to end with a bunch of dead bodies.,,,,,,
swe_test_track_c_00216,You dont think I do that?,,,,,,
swe_test_track_c_00217,"Friendly, available and has a good reception. I wish I could have gotten paid more for my apartment when we landed just below the starting price but I'm glad we got the amount we got.",,,,,,
swe_test_track_c_00218,"I'm not sure if I'm going to be able to get a refund for this, but I'm going to have to ask you to tell me what you're going to do about it.",,,,,,
swe_test_track_c_00219,"I'm not very good at food, but I thought it was too little to be satisfied.",,,,,,
swe_test_track_c_00220,"Today you rest, tomorrow the work begins.",,,,,,
swe_test_track_c_00221,"Had a cough that was pressing on a nerve in my neck, has needed a lot of treatment to make it better.",,,,,,
swe_test_track_c_00222,"Beware of this company!! The salesman in Arninge, I call him Mi, showed up a sprinkling of summer tires and was euphoric about how incredibly nice summer tires there were to the car, almost the finest he had ever seen to a beg car, idiotically enough I believed him because I got to see an almost new tire and the others were well wrapped in tire bags.",,,,,,
swe_test_track_c_00223,How's your arm?,,,,,,
swe_test_track_c_00224,I go to Linnéa to do fringes. I have always received a very accommodating and pleasant professional treatment. The result of the service delivered is high. High flexibility and solution focused as I have had to reschedule on a number of occasions.,,,,,,
swe_test_track_c_00225,"Very good broker, he's taken care of us all the way through the sales process.",,,,,,
swe_test_track_c_00226,"I sold a newly built property through the Real Estate Office in Farjestaden. From the beginning it was Hannah Karlsson who handled the case. After she got child leave, Fredrik Wermelin took over. The communication with him has worked well too so I'm fully satisfied with Fredrik.",,,,,,
swe_test_track_c_00227,"The fault in the car has not been repaired. I have to go to an Anna's workshop. Also, a bolt has been removed from a rear tire that has come off.",,,,,,
